Chip Run Filename,C:\Documents and Settings\Administrator\Desktop\Melov Real Time PCR Runs\DonnaRealTime Project_Plate1\ChipRun.bml
Application Version,2.0.2
Application Build,20080502.1530
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear
Ct Threshold Method,Auto (Detectors)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB
Chamber,Sample,Sample,Sample,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold
S19-A13,6hrs D2,Unknown,1,GPX1,Test,999,0,Fail,0.1
S19-A14,6hrs D2,Unknown,1,Ucp2,Test,17.1285441918226,0.91,Pass,0.00634618516443952
S19-A15,6hrs D2,Unknown,1,Ngb,Test,21.7124978271332,0.94,Pass,0.0132358407753192
S19-A16,6hrs D2,Unknown,1,Egln3,Test,17.6583871371853,0.95,Pass,0.0149010143493106
S19-A17,6hrs D2,Unknown,1,Bnip3I,Test,14.4241990904161,0.95,Pass,0.0214933930805613
S19-A18,6hrs D2,Unknown,1,Hif1a,Test,15.9222947176902,0.99,Pass,0.0274163579922502
S19-A19,6hrs D2,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S19-A20,6hrs D2,Unknown,1,SDHb,Test,13.4960424057554,0.96,Pass,0.0188587803835945
S19-A21,6hrs D2,Unknown,1,Mt3,Test,11.5190954662002,0.75,Pass,0.0228345411869442
S19-A22,6hrs D2,Unknown,1,Cat,Test,8.8382743078523,0.14,Fail,0.00201192985235196
S19-A23,6hrs D2,Unknown,1,Egln2,Test,17.1262763846438,0.9,Pass,0.00689486129308747
S19-A24,6hrs D2,Unknown,1,Egln1,Test,16.4218632065678,0.93,Pass,0.0097987151773852
S19-A25,6hrs D2,Unknown,1,Nfe212,Test,23.0887140338899,0.96,Pass,0.0128811432565052
S19-A26,6hrs D2,Unknown,1,Nos2,Test,24.4677615729253,0.95,Pass,0.0150035719669409
S19-A27,6hrs D2,Unknown,1,Hif3a,Test,19.4432724444054,0.91,Pass,0.0155135707898053
S19-A28,6hrs D2,Unknown,1,Bnip3,Test,14.0475138880804,0.98,Pass,0.0239177378873408
S19-A29,6hrs D2,Unknown,1,Cp,Test,999,0,Fail,0.1
S19-A30,6hrs D2,Unknown,1,Dppa5a,Test,24.0086699898706,0.88,Pass,0.0109474022309234
S19-A31,6hrs D2,Unknown,1,Sod2,Test,14.7972552070397,0.95,Pass,0.0193117342570188
S19-A32,6hrs D2,Unknown,1,Mt1,Test,15.4317925306516,0.95,Pass,0.0150165747366286
S19-A33,6hrs D2,Unknown,1,PDK1,Test,21.3331157184254,0.98,Pass,0.0831058699701507
S19-A34,6hrs D2,Unknown,1,Car2,Test,13.5934553419619,0.81,Pass,0.0121965143027594
S19-A35,6hrs D2,Unknown,1,Trp53,Test,19.4463418214935,0.97,Pass,0.0194839829779027
S19-A36,6hrs D2,Unknown,1,PDHx,Test,16.1232289249946,0.93,Pass,0.0126570262457584
S19-A37,6hrs D2,Unknown,1,Hmox1,Test,20.4976865519602,0.91,Pass,0.0087765704303593
S19-A38,6hrs D2,Unknown,1,Bach1,Test,25.9728237784254,0.84,Pass,0.00898588417366158
S19-A39,6hrs D2,Unknown,1,Fth1,Test,8.21560197347524,0.96,Pass,0.0146163250752354
S19-A40,6hrs D2,Unknown,1,Fxn,Test,18.3657706920226,0.96,Pass,0.0208283161042978
S19-A41,6hrs D2,Unknown,1,Aco2,Test,14.8766117382082,0.97,Pass,0.0206074612287017
S19-A42,6hrs D2,Unknown,1,H2afz (house keeping),Test,18.1542433376202,0.95,Pass,0.00632670523166442
S19-A43,6hrs D2,Unknown,1,Slc11a2,Test,19.4309922466769,0.93,Pass,0.00590284917332172
S19-A44,6hrs D2,Unknown,1,Th,Test,18.6315570608399,0.92,Pass,0.00763526729220294
S19-A45,6hrs D2,Unknown,1,Trfr2,Test,23.9933337289941,0.98,Pass,0.0155279526230004
S19-A46,6hrs D2,Unknown,1,Mt2,Test,10.1660038377654,0.98,Pass,0.0198420617612677
S19-A47,6hrs D2,Unknown,1,LCT,Test,27.7018777544638,0.93,Pass,0.0162807939869354
S19-A48,6hrs D2,Unknown,1,RPL22 (house keeping),Test,13.3330385448241,0.95,Pass,0.00902334899870637
S27-A01,3 Days C3,Unknown,1,Ftmt,Test,23.8851034582611,0.99,Pass,0.0170975760029845
S27-A02,3 Days C3,Unknown,1,HK1,Test,999,0,Fail,0.00522591086698019
S27-A03,3 Days C3,Unknown,1,Epo,Test,999,0,Fail,0.1
S27-A04,3 Days C3,Unknown,1,Hamp,Test,999,0,Fail,0.0307597811147576
S27-A05,3 Days C3,Unknown,1,Slc40a1,Test,21.0662041048401,0.92,Pass,0.00665758110254866
S27-A06,3 Days C3,Unknown,1,Ppara,Test,24.2860071032377,0.96,Pass,0.0143613838140424
S27-A07,3 Days C3,Unknown,1,Vegfa,Test,34.9737933608097,0.61,Fail,0.0130632654833801
S27-A08,3 Days C3,Unknown,1,Ep300,Test,17.8066091848723,0.93,Pass,0.00592725233700934
S27-A09,3 Days C3,Unknown,1,Ftl1,Test,17.5802263507871,0.61,Fail,0.00605555306988149
S27-A10,3 Days C3,Unknown,1,Ppargc1a,Test,14.9907731127088,0.93,Pass,0.0103153062665152
S27-A11,3 Days C3,Unknown,1,Epas1,Test,15.7153433552513,0.98,Pass,0.00845488203106051
S27-A12,3 Days C3,Unknown,1,Ogdh,Test,15.9133337043854,0.95,Pass,0.0154003440700253
S27-A13,3 Days C3,Unknown,1,GPX1,Test,999,0,Fail,0.1
S27-A14,3 Days C3,Unknown,1,Ucp2,Test,20.799627365251,0.93,Pass,0.00634618516443952
S27-A15,3 Days C3,Unknown,1,Ngb,Test,23.3457683760355,0.93,Pass,0.0132358407753192
S27-A16,3 Days C3,Unknown,1,Egln3,Test,19.5897935138842,0.96,Pass,0.0149010143493106
S27-A17,3 Days C3,Unknown,1,Bnip3I,Test,16.5553450546265,0.93,Pass,0.0214933930805613
S27-A18,3 Days C3,Unknown,1,Hif1a,Test,17.2529755282357,0.99,Pass,0.0274163579922502
S27-A19,3 Days C3,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S27-A20,3 Days C3,Unknown,1,SDHb,Test,14.9077839715479,0.97,Pass,0.0188587803835945
S27-A21,3 Days C3,Unknown,1,Mt3,Test,11.8763550322709,0.78,Pass,0.0228345411869442
S27-A22,3 Days C3,Unknown,1,Cat,Test,5.87064139368541,0.49,Fail,0.00201192985235196
S27-A23,3 Days C3,Unknown,1,Egln2,Test,18.2109310807017,0.86,Pass,0.00689486129308747
S27-A24,3 Days C3,Unknown,1,Egln1,Test,16.4621155095876,0.93,Pass,0.0097987151773852
S27-A25,3 Days C3,Unknown,1,Nfe212,Test,25.1543357132238,0.94,Pass,0.0128811432565052
S27-A26,3 Days C3,Unknown,1,Nos2,Test,25.7654408550493,0.97,Pass,0.0150035719669409
S27-A27,3 Days C3,Unknown,1,Hif3a,Test,21.9277997670155,0.9,Pass,0.0155135707898053
S27-A28,3 Days C3,Unknown,1,Bnip3,Test,15.9993885287226,0.94,Pass,0.0239177378873408
S27-A29,3 Days C3,Unknown,1,Cp,Test,999,0,Fail,0.1
S27-A30,3 Days C3,Unknown,1,Dppa5a,Test,25.503963525,0.89,Pass,0.0109474022309234
S27-A31,3 Days C3,Unknown,1,Sod2,Test,15.6513752570695,0.95,Pass,0.0193117342570188
S27-A32,3 Days C3,Unknown,1,Mt1,Test,17.9322551816795,0.96,Pass,0.0150165747366286
S27-A33,3 Days C3,Unknown,1,PDK1,Test,22.6754459301046,0.97,Pass,0.0831058699701507
S27-A34,3 Days C3,Unknown,1,Car2,Test,14.9424005286195,0.86,Pass,0.0121965143027594
S27-A35,3 Days C3,Unknown,1,Trp53,Test,20.8395604065277,0.92,Pass,0.0194839829779027
S27-A36,3 Days C3,Unknown,1,PDHx,Test,17.6986081534901,0.94,Pass,0.0126570262457584
S27-A37,3 Days C3,Unknown,1,Hmox1,Test,23.3133104010084,0.95,Pass,0.0087765704303593
S27-A38,3 Days C3,Unknown,1,Bach1,Test,27.941468622598,0.74,Pass,0.00898588417366158
S27-A39,3 Days C3,Unknown,1,Fth1,Test,9.41453182006373,0.96,Pass,0.0146163250752354
S27-A40,3 Days C3,Unknown,1,Fxn,Test,18.6764610252204,0.94,Pass,0.0208283161042978
S27-A41,3 Days C3,Unknown,1,Aco2,Test,16.861167254071,0.98,Pass,0.0206074612287017
S27-A42,3 Days C3,Unknown,1,H2afz (house keeping),Test,17.6336343600716,0.91,Pass,0.00632670523166442
S27-A43,3 Days C3,Unknown,1,Slc11a2,Test,20.9785335737345,0.94,Pass,0.00590284917332172
S27-A44,3 Days C3,Unknown,1,Th,Test,20.6757146255524,0.92,Pass,0.00763526729220294
S27-A45,3 Days C3,Unknown,1,Trfr2,Test,27.0506200405194,0.97,Pass,0.0155279526230004
S27-A46,3 Days C3,Unknown,1,Mt2,Test,13.2496269074209,0.98,Pass,0.0198420617612677
S27-A47,3 Days C3,Unknown,1,LCT,Test,999,0,Fail,0.0162807939869354
S27-A48,3 Days C3,Unknown,1,RPL22 (house keeping),Test,14.5756895799355,0.95,Pass,0.00902334899870637
S24-A01,Water,NTC,1,Ftmt,Test,999,0,Fail,0.0170975760029845
S24-A02,Water,NTC,1,HK1,Test,9.195037003334,0.65,Pass,0.00522591086698019
S24-A03,Water,NTC,1,Epo,Test,999,0,Fail,0.1
S24-A04,Water,NTC,1,Hamp,Test,999,0,Fail,0.0307597811147576
S24-A05,Water,NTC,1,Slc40a1,Test,11.3136170846391,0.46,Fail,0.00665758110254866
S24-A06,Water,NTC,1,Ppara,Test,28.0971625053675,0.37,Fail,0.0143613838140424
S24-A07,Water,NTC,1,Vegfa,Test,999,0,Fail,0.0130632654833801
S24-A08,Water,NTC,1,Ep300,Test,8.67473804973937,0.3,Fail,0.00592725233700934
S24-A09,Water,NTC,1,Ftl1,Test,8.54433034827086,0.41,Fail,0.00605555306988149
S24-A10,Water,NTC,1,Ppargc1a,Test,20.7216310878492,0.62,Fail,0.0103153062665152
S24-A11,Water,NTC,1,Epas1,Test,18.6160604201562,0.38,Fail,0.00845488203106051
S24-A12,Water,NTC,1,Ogdh,Test,35.5540142107414,0.12,Fail,0.0154003440700253
S24-A13,Water,NTC,1,GPX1,Test,999,0,Fail,0.1
S24-A14,Water,NTC,1,Ucp2,Test,10.5320380310405,0.47,Fail,0.00634618516443952
S24-A15,Water,NTC,1,Ngb,Test,19.6076649125268,0.24,Fail,0.0132358407753192
S24-A16,Water,NTC,1,Egln3,Test,999,0,Fail,0.0149010143493106
S24-A17,Water,NTC,1,Bnip3I,Test,999,0,Fail,0.0214933930805613
S24-A18,Water,NTC,1,Hif1a,Test,999,0,Fail,0.0274163579922502
S24-A19,Water,NTC,1,Tfrc,Test,999,0,Fail,0.1
S24-A20,Water,NTC,1,SDHb,Test,999,0,Fail,0.0188587803835945
S24-A21,Water,NTC,1,Mt3,Test,16.7571533136039,0.41,Fail,0.0228345411869442
S24-A22,Water,NTC,1,Cat,Test,3.59418505002482,0.53,Fail,0.00201192985235196
S24-A23,Water,NTC,1,Egln2,Test,11.1939744379366,0.17,Fail,0.00689486129308747
S24-A24,Water,NTC,1,Egln1,Test,21.3085033853365,0.49,Fail,0.0097987151773852
S24-A25,Water,NTC,1,Nfe212,Test,21.1590688220459,0.09,Fail,0.0128811432565052
S24-A26,Water,NTC,1,Nos2,Test,999,0,Fail,0.0150035719669409
S24-A27,Water,NTC,1,Hif3a,Test,15.6257557629471,0.31,Fail,0.0155135707898053
S24-A28,Water,NTC,1,Bnip3,Test,999,0,Fail,0.0239177378873408
S24-A29,Water,NTC,1,Cp,Test,999,0,Fail,0.1
S24-A30,Water,NTC,1,Dppa5a,Test,24.6386600763711,0.5,Fail,0.0109474022309234
S24-A31,Water,NTC,1,Sod2,Test,33.299960746307,0.25,Fail,0.0193117342570188
S24-A32,Water,NTC,1,Mt1,Test,999,0,Fail,0.0150165747366286
S24-A33,Water,NTC,1,PDK1,Test,999,0,Fail,0.0831058699701507
S24-A34,Water,NTC,1,Car2,Test,20.355144286664,0.4,Fail,0.0121965143027594
S24-A35,Water,NTC,1,Trp53,Test,21.6257192874693,0.2,Fail,0.0194839829779027
S24-A36,Water,NTC,1,PDHx,Test,26.1193826427578,0.46,Fail,0.0126570262457584
S24-A37,Water,NTC,1,Hmox1,Test,31.6401169484084,0.32,Fail,0.0087765704303593
S24-A38,Water,NTC,1,Bach1,Test,24.6440211987625,0.36,Fail,0.00898588417366158
S24-A39,Water,NTC,1,Fth1,Test,33.8465067730709,0.21,Fail,0.0146163250752354
S24-A40,Water,NTC,1,Fxn,Test,999,0,Fail,0.0208283161042978
S24-A41,Water,NTC,1,Aco2,Test,999,0,Fail,0.0206074612287017
S24-A42,Water,NTC,1,H2afz (house keeping),Test,10.9087749472279,0.07,Fail,0.00632670523166442
S24-A43,Water,NTC,1,Slc11a2,Test,9.09158187339848,0.55,Fail,0.00590284917332172
S24-A44,Water,NTC,1,Th,Test,27.4878606413209,0.38,Fail,0.00763526729220294
S24-A45,Water,NTC,1,Trfr2,Test,999,0,Fail,0.0155279526230004
S24-A46,Water,NTC,1,Mt2,Test,999,0,Fail,0.0198420617612677
S24-A47,Water,NTC,1,LCT,Test,999,0,Fail,0.0162807939869354
S24-A48,Water,NTC,1,RPL22 (house keeping),Test,999,0,Fail,0.00902334899870637
S26-A01,3 Days C3,Unknown,1,Ftmt,Test,22.8656562408993,0.99,Pass,0.0170975760029845
S26-A02,3 Days C3,Unknown,1,HK1,Test,999,0,Fail,0.00522591086698019
S26-A03,3 Days C3,Unknown,1,Epo,Test,999,0,Fail,0.1
S26-A04,3 Days C3,Unknown,1,Hamp,Test,999,0,Fail,0.0307597811147576
S26-A05,3 Days C3,Unknown,1,Slc40a1,Test,20.7315515514584,0.92,Pass,0.00665758110254866
S26-A06,3 Days C3,Unknown,1,Ppara,Test,23.8656989972369,0.97,Pass,0.0143613838140424
S26-A07,3 Days C3,Unknown,1,Vegfa,Test,34.8215167007921,0.79,Pass,0.0130632654833801
S26-A08,3 Days C3,Unknown,1,Ep300,Test,17.9480848246525,0.92,Pass,0.00592725233700934
S26-A09,3 Days C3,Unknown,1,Ftl1,Test,17.8524853663485,0.54,Fail,0.00605555306988149
S26-A10,3 Days C3,Unknown,1,Ppargc1a,Test,15.1140996743914,0.95,Pass,0.0103153062665152
S26-A11,3 Days C3,Unknown,1,Epas1,Test,15.8050556644801,0.98,Pass,0.00845488203106051
S26-A12,3 Days C3,Unknown,1,Ogdh,Test,16.0853299811574,0.95,Pass,0.0154003440700253
S26-A13,3 Days C3,Unknown,1,GPX1,Test,999,0,Fail,0.1
S26-A14,3 Days C3,Unknown,1,Ucp2,Test,20.9548992943101,0.95,Pass,0.00634618516443952
S26-A15,3 Days C3,Unknown,1,Ngb,Test,22.791631863447,0.91,Pass,0.0132358407753192
S26-A16,3 Days C3,Unknown,1,Egln3,Test,19.8902792581834,0.96,Pass,0.0149010143493106
S26-A17,3 Days C3,Unknown,1,Bnip3I,Test,16.3110636477501,0.94,Pass,0.0214933930805613
S26-A18,3 Days C3,Unknown,1,Hif1a,Test,17.2678985339341,0.99,Pass,0.0274163579922502
S26-A19,3 Days C3,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S26-A20,3 Days C3,Unknown,1,SDHb,Test,15.0351116617156,0.97,Pass,0.0188587803835945
S26-A21,3 Days C3,Unknown,1,Mt3,Test,12.0164027116011,0.81,Pass,0.0228345411869442
S26-A22,3 Days C3,Unknown,1,Cat,Test,6.84147184544719,0.24,Fail,0.00201192985235196
S26-A23,3 Days C3,Unknown,1,Egln2,Test,18.53352907396,0.95,Pass,0.00689486129308747
S26-A24,3 Days C3,Unknown,1,Egln1,Test,16.4263604147279,0.95,Pass,0.0097987151773852
S26-A25,3 Days C3,Unknown,1,Nfe212,Test,25.137601570963,0.95,Pass,0.0128811432565052
S26-A26,3 Days C3,Unknown,1,Nos2,Test,26.3991009028789,0.92,Pass,0.0150035719669409
S26-A27,3 Days C3,Unknown,1,Hif3a,Test,22.3779938227183,0.94,Pass,0.0155135707898053
S26-A28,3 Days C3,Unknown,1,Bnip3,Test,16.0029123882666,0.97,Pass,0.0239177378873408
S26-A29,3 Days C3,Unknown,1,Cp,Test,999,0,Fail,0.1
S26-A30,3 Days C3,Unknown,1,Dppa5a,Test,24.497496680773,0.88,Pass,0.0109474022309234
S26-A31,3 Days C3,Unknown,1,Sod2,Test,15.6416089731245,0.96,Pass,0.0193117342570188
S26-A32,3 Days C3,Unknown,1,Mt1,Test,17.8973700490301,0.89,Pass,0.0150165747366286
S26-A33,3 Days C3,Unknown,1,PDK1,Test,22.6654664455631,0.98,Pass,0.0831058699701507
S26-A34,3 Days C3,Unknown,1,Car2,Test,15.0522184228452,0.86,Pass,0.0121965143027594
S26-A35,3 Days C3,Unknown,1,Trp53,Test,20.8210344555342,0.95,Pass,0.0194839829779027
S26-A36,3 Days C3,Unknown,1,PDHx,Test,17.7064669192486,0.94,Pass,0.0126570262457584
S26-A37,3 Days C3,Unknown,1,Hmox1,Test,23.1013950695415,0.95,Pass,0.0087765704303593
S26-A38,3 Days C3,Unknown,1,Bach1,Test,27.8841188843935,0.81,Pass,0.00898588417366158
S26-A39,3 Days C3,Unknown,1,Fth1,Test,9.40484708247324,0.96,Pass,0.0146163250752354
S26-A40,3 Days C3,Unknown,1,Fxn,Test,18.8005823295356,0.94,Pass,0.0208283161042978
S26-A41,3 Days C3,Unknown,1,Aco2,Test,16.6345730611099,0.98,Pass,0.0206074612287017
S26-A42,3 Days C3,Unknown,1,H2afz (house keeping),Test,17.7006694460373,0.93,Pass,0.00632670523166442
S26-A43,3 Days C3,Unknown,1,Slc11a2,Test,20.7985603044529,0.94,Pass,0.00590284917332172
S26-A44,3 Days C3,Unknown,1,Th,Test,20.5937787977253,0.88,Pass,0.00763526729220294
S26-A45,3 Days C3,Unknown,1,Trfr2,Test,25.873775078969,0.97,Pass,0.0155279526230004
S26-A46,3 Days C3,Unknown,1,Mt2,Test,13.2157699895398,0.98,Pass,0.0198420617612677
S26-A47,3 Days C3,Unknown,1,LCT,Test,999,0,Fail,0.0162807939869354
S26-A48,3 Days C3,Unknown,1,RPL22 (house keeping),Test,14.7367451710709,0.95,Pass,0.00902334899870637
S23-A01,Water,NTC,1,Ftmt,Test,999,0,Fail,0.0170975760029845
S23-A02,Water,NTC,1,HK1,Test,10.0207332420303,0.47,Fail,0.00522591086698019
S23-A03,Water,NTC,1,Epo,Test,999,0,Fail,0.1
S23-A04,Water,NTC,1,Hamp,Test,999,0,Fail,0.0307597811147576
S23-A05,Water,NTC,1,Slc40a1,Test,11.7720844794926,0.5,Fail,0.00665758110254866
S23-A06,Water,NTC,1,Ppara,Test,33.6407504114885,0.15,Fail,0.0143613838140424
S23-A07,Water,NTC,1,Vegfa,Test,999,0,Fail,0.0130632654833801
S23-A08,Water,NTC,1,Ep300,Test,10.1999263352846,0.63,Fail,0.00592725233700934
S23-A09,Water,NTC,1,Ftl1,Test,8.91364541477578,0.35,Fail,0.00605555306988149
S23-A10,Water,NTC,1,Ppargc1a,Test,24.7548704797628,0.4,Fail,0.0103153062665152
S23-A11,Water,NTC,1,Epas1,Test,20.1442510618506,0.23,Fail,0.00845488203106051
S23-A12,Water,NTC,1,Ogdh,Test,999,0,Fail,0.0154003440700253
S23-A13,Water,NTC,1,GPX1,Test,999,0,Fail,0.1
S23-A14,Water,NTC,1,Ucp2,Test,11.5877512875193,0.53,Fail,0.00634618516443952
S23-A15,Water,NTC,1,Ngb,Test,22.5448689334247,0.43,Fail,0.0132358407753192
S23-A16,Water,NTC,1,Egln3,Test,999,0,Fail,0.0149010143493106
S23-A17,Water,NTC,1,Bnip3I,Test,999,0,Fail,0.0214933930805613
S23-A18,Water,NTC,1,Hif1a,Test,999,0,Fail,0.0274163579922502
S23-A19,Water,NTC,1,Tfrc,Test,999,0,Fail,0.1
S23-A20,Water,NTC,1,SDHb,Test,999,0,Fail,0.0188587803835945
S23-A21,Water,NTC,1,Mt3,Test,16.3498438018756,0.51,Fail,0.0228345411869442
S23-A22,Water,NTC,1,Cat,Test,3.39433143392987,0.73,Pass,0.00201192985235196
S23-A23,Water,NTC,1,Egln2,Test,12.6257110333427,0.12,Fail,0.00689486129308747
S23-A24,Water,NTC,1,Egln1,Test,22.9138523403268,0.54,Fail,0.0097987151773852
S23-A25,Water,NTC,1,Nfe212,Test,22.3837751451334,0.41,Fail,0.0128811432565052
S23-A26,Water,NTC,1,Nos2,Test,999,0,Fail,0.0150035719669409
S23-A27,Water,NTC,1,Hif3a,Test,14.7071406281541,0.5,Fail,0.0155135707898053
S23-A28,Water,NTC,1,Bnip3,Test,999,0,Fail,0.0239177378873408
S23-A29,Water,NTC,1,Cp,Test,999,0,Fail,0.1
S23-A30,Water,NTC,1,Dppa5a,Test,27.8509419750057,0.32,Fail,0.0109474022309234
S23-A31,Water,NTC,1,Sod2,Test,36.3325568454906,0.14,Fail,0.0193117342570188
S23-A32,Water,NTC,1,Mt1,Test,999,0,Fail,0.0150165747366286
S23-A33,Water,NTC,1,PDK1,Test,999,0,Fail,0.0831058699701507
S23-A34,Water,NTC,1,Car2,Test,22.9984075449354,0.21,Fail,0.0121965143027594
S23-A35,Water,NTC,1,Trp53,Test,22.9886399643502,0.35,Fail,0.0194839829779027
S23-A36,Water,NTC,1,PDHx,Test,31.8169082378713,0.18,Fail,0.0126570262457584
S23-A37,Water,NTC,1,Hmox1,Test,38.4416635429443,0.08,Fail,0.0087765704303593
S23-A38,Water,NTC,1,Bach1,Test,31.4107459871342,0.26,Fail,0.00898588417366158
S23-A39,Water,NTC,1,Fth1,Test,999,0,Fail,0.0146163250752354
S23-A40,Water,NTC,1,Fxn,Test,999,0,Fail,0.0208283161042978
S23-A41,Water,NTC,1,Aco2,Test,999,0,Fail,0.0206074612287017
S23-A42,Water,NTC,1,H2afz (house keeping),Test,12.8241065389475,0.39,Fail,0.00632670523166442
S23-A43,Water,NTC,1,Slc11a2,Test,10.0573152129272,0.56,Fail,0.00590284917332172
S23-A44,Water,NTC,1,Th,Test,38.1436873557728,0.02,Fail,0.00763526729220294
S23-A45,Water,NTC,1,Trfr2,Test,999,0,Fail,0.0155279526230004
S23-A46,Water,NTC,1,Mt2,Test,999,0,Fail,0.0198420617612677
S23-A47,Water,NTC,1,LCT,Test,999,0,Fail,0.0162807939869354
S23-A48,Water,NTC,1,RPL22 (house keeping),Test,999,0,Fail,0.00902334899870637
S25-A01,3 Days C3,Unknown,1,Ftmt,Test,23.2938361793942,0.99,Pass,0.0170975760029845
S25-A02,3 Days C3,Unknown,1,HK1,Test,999,0,Fail,0.00522591086698019
S25-A03,3 Days C3,Unknown,1,Epo,Test,999,0,Fail,0.1
S25-A04,3 Days C3,Unknown,1,Hamp,Test,999,0,Fail,0.0307597811147576
S25-A05,3 Days C3,Unknown,1,Slc40a1,Test,21.2754123142524,0.92,Pass,0.00665758110254866
S25-A06,3 Days C3,Unknown,1,Ppara,Test,24.3648806964593,0.96,Pass,0.0143613838140424
S25-A07,3 Days C3,Unknown,1,Vegfa,Test,36.9988648078068,0.76,Pass,0.0130632654833801
S25-A08,3 Days C3,Unknown,1,Ep300,Test,18.0579866377479,0.92,Pass,0.00592725233700934
S25-A09,3 Days C3,Unknown,1,Ftl1,Test,19.1833438131994,0.65,Pass,0.00605555306988149
S25-A10,3 Days C3,Unknown,1,Ppargc1a,Test,15.2469268657016,0.96,Pass,0.0103153062665152
S25-A11,3 Days C3,Unknown,1,Epas1,Test,15.9103682308469,0.98,Pass,0.00845488203106051
S25-A12,3 Days C3,Unknown,1,Ogdh,Test,16.0631587733787,0.92,Pass,0.0154003440700253
S25-A13,3 Days C3,Unknown,1,GPX1,Test,999,0,Fail,0.1
S25-A14,3 Days C3,Unknown,1,Ucp2,Test,20.9118324913377,0.68,Pass,0.00634618516443952
S25-A15,3 Days C3,Unknown,1,Ngb,Test,23.9886710746925,0.52,Fail,0.0132358407753192
S25-A16,3 Days C3,Unknown,1,Egln3,Test,19.7818361106162,0.92,Pass,0.0149010143493106
S25-A17,3 Days C3,Unknown,1,Bnip3I,Test,16.3503705467495,0.98,Pass,0.0214933930805613
S25-A18,3 Days C3,Unknown,1,Hif1a,Test,17.3360510203238,0.99,Pass,0.0274163579922502
S25-A19,3 Days C3,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S25-A20,3 Days C3,Unknown,1,SDHb,Test,15.0896151666249,0.97,Pass,0.0188587803835945
S25-A21,3 Days C3,Unknown,1,Mt3,Test,12.0998288153554,0.82,Pass,0.0228345411869442
S25-A22,3 Days C3,Unknown,1,Cat,Test,5.87844344588541,0.37,Fail,0.00201192985235196
S25-A23,3 Days C3,Unknown,1,Egln2,Test,18.5432120257031,0.96,Pass,0.00689486129308747
S25-A24,3 Days C3,Unknown,1,Egln1,Test,16.4837768445878,0.9,Pass,0.0097987151773852
S25-A25,3 Days C3,Unknown,1,Nfe212,Test,25.4486108090264,0.95,Pass,0.0128811432565052
S25-A26,3 Days C3,Unknown,1,Nos2,Test,25.9350017137292,0.97,Pass,0.0150035719669409
S25-A27,3 Days C3,Unknown,1,Hif3a,Test,22.9552228911917,0.93,Pass,0.0155135707898053
S25-A28,3 Days C3,Unknown,1,Bnip3,Test,16.0068590179292,0.95,Pass,0.0239177378873408
S25-A29,3 Days C3,Unknown,1,Cp,Test,999,0,Fail,0.1
S25-A30,3 Days C3,Unknown,1,Dppa5a,Test,24.9932558733986,0.86,Pass,0.0109474022309234
S25-A31,3 Days C3,Unknown,1,Sod2,Test,15.6584129240725,0.95,Pass,0.0193117342570188
S25-A32,3 Days C3,Unknown,1,Mt1,Test,17.8927219155994,0.96,Pass,0.0150165747366286
S25-A33,3 Days C3,Unknown,1,PDK1,Test,22.9190966953238,0.98,Pass,0.0831058699701507
S25-A34,3 Days C3,Unknown,1,Car2,Test,15.0472686822421,0.87,Pass,0.0121965143027594
S25-A35,3 Days C3,Unknown,1,Trp53,Test,21.0935590859424,0.94,Pass,0.0194839829779027
S25-A36,3 Days C3,Unknown,1,PDHx,Test,17.7185739521976,0.97,Pass,0.0126570262457584
S25-A37,3 Days C3,Unknown,1,Hmox1,Test,22.71683940998,0.96,Pass,0.0087765704303593
S25-A38,3 Days C3,Unknown,1,Bach1,Test,29.054293749764,0.85,Pass,0.00898588417366158
S25-A39,3 Days C3,Unknown,1,Fth1,Test,9.42490784880317,0.98,Pass,0.0146163250752354
S25-A40,3 Days C3,Unknown,1,Fxn,Test,18.9621550301057,0.97,Pass,0.0208283161042978
S25-A41,3 Days C3,Unknown,1,Aco2,Test,16.8428242933507,0.98,Pass,0.0206074612287017
S25-A42,3 Days C3,Unknown,1,H2afz (house keeping),Test,17.80005034322,0.95,Pass,0.00632670523166442
S25-A43,3 Days C3,Unknown,1,Slc11a2,Test,21.5973850194484,0.95,Pass,0.00590284917332172
S25-A44,3 Days C3,Unknown,1,Th,Test,20.5981212356713,0.89,Pass,0.00763526729220294
S25-A45,3 Days C3,Unknown,1,Trfr2,Test,26.1456178244954,0.97,Pass,0.0155279526230004
S25-A46,3 Days C3,Unknown,1,Mt2,Test,13.3166907482764,0.98,Pass,0.0198420617612677
S25-A47,3 Days C3,Unknown,1,LCT,Test,999,0,Fail,0.0162807939869354
S25-A48,3 Days C3,Unknown,1,RPL22 (house keeping),Test,14.7772433233293,0.95,Pass,0.00902334899870637
S22-A01,Water,NTC,1,Ftmt,Test,999,0,Fail,0.0170975760029845
