Chip Run Filename,C:\Documents and Settings\Administrator\Desktop\Melov Real Time PCR Runs\DonnaRealTime Project_Plate1\ChipRun.bml
Application Version,2.0.2
Application Build,20080502.1530
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear
Ct Threshold Method,Auto (Detectors)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB
Chamber,Sample,Sample,Sample,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold
S10-A35,8 Days B1,Unknown,1,Trp53,Test,20.7746560013744,0.94,Pass,0.0194839829779027
S10-A36,8 Days B1,Unknown,1,PDHx,Test,17.751344073633,0.95,Pass,0.0126570262457584
S10-A37,8 Days B1,Unknown,1,Hmox1,Test,22.855438604711,0.9,Pass,0.0087765704303593
S10-A38,8 Days B1,Unknown,1,Bach1,Test,27.5430065831408,0.76,Pass,0.00898588417366158
S10-A39,8 Days B1,Unknown,1,Fth1,Test,9.62567228018685,0.96,Pass,0.0146163250752354
S10-A40,8 Days B1,Unknown,1,Fxn,Test,18.5086594160841,0.96,Pass,0.0208283161042978
S10-A41,8 Days B1,Unknown,1,Aco2,Test,16.701158812118,0.95,Pass,0.0206074612287017
S10-A42,8 Days B1,Unknown,1,H2afz (house keeping),Test,17.6926940523688,0.95,Pass,0.00632670523166442
S10-A43,8 Days B1,Unknown,1,Slc11a2,Test,20.9158459651811,0.96,Pass,0.00590284917332172
S10-A44,8 Days B1,Unknown,1,Th,Test,22.466127902747,0.93,Pass,0.00763526729220294
S10-A45,8 Days B1,Unknown,1,Trfr2,Test,25.3179220335178,0.98,Pass,0.0155279526230004
S10-A46,8 Days B1,Unknown,1,Mt2,Test,13.4334206280916,0.98,Pass,0.0198420617612677
S10-A47,8 Days B1,Unknown,1,LCT,Test,28.1366818725175,0.93,Pass,0.0162807939869354
S10-A48,8 Days B1,Unknown,1,RPL22 (house keeping),Test,14.2842276502001,0.96,Pass,0.00902334899870637
S36-A01,6hrs C2,Unknown,1,Ftmt,Test,22.6933757044979,0.99,Pass,0.0170975760029845
S36-A02,6hrs C2,Unknown,1,HK1,Test,999,0,Fail,0.00522591086698019
S36-A03,6hrs C2,Unknown,1,Epo,Test,999,0,Fail,0.1
S36-A04,6hrs C2,Unknown,1,Hamp,Test,24.8987422266535,0.99,Pass,0.0307597811147576
S36-A05,6hrs C2,Unknown,1,Slc40a1,Test,21.1649489614471,0.94,Pass,0.00665758110254866
S36-A06,6hrs C2,Unknown,1,Ppara,Test,23.0031384744887,0.98,Pass,0.0143613838140424
S36-A07,6hrs C2,Unknown,1,Vegfa,Test,32.8269513565438,0.83,Pass,0.0130632654833801
S36-A08,6hrs C2,Unknown,1,Ep300,Test,16.8328227876642,0.95,Pass,0.00592725233700934
S36-A09,6hrs C2,Unknown,1,Ftl1,Test,16.9412281905362,0.76,Pass,0.00605555306988149
S36-A10,6hrs C2,Unknown,1,Ppargc1a,Test,14.275341862804,0.93,Pass,0.0103153062665152
S36-A11,6hrs C2,Unknown,1,Epas1,Test,14.3861609349646,0.97,Pass,0.00845488203106051
S36-A12,6hrs C2,Unknown,1,Ogdh,Test,14.9023387026758,0.96,Pass,0.0154003440700253
S36-A13,6hrs C2,Unknown,1,GPX1,Test,999,0,Fail,0.1
S36-A14,6hrs C2,Unknown,1,Ucp2,Test,18.8690302818164,0.93,Pass,0.00634618516443952
S36-A15,6hrs C2,Unknown,1,Ngb,Test,20.1579453753022,0.96,Pass,0.0132358407753192
S36-A16,6hrs C2,Unknown,1,Egln3,Test,18.6733437797439,0.92,Pass,0.0149010143493106
S36-A17,6hrs C2,Unknown,1,Bnip3I,Test,15.3082102512073,0.96,Pass,0.0214933930805613
S36-A18,6hrs C2,Unknown,1,Hif1a,Test,15.9031337128509,0.99,Pass,0.0274163579922502
S36-A19,6hrs C2,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S36-A20,6hrs C2,Unknown,1,SDHb,Test,14.28013056576,0.98,Pass,0.0188587803835945
S36-A21,6hrs C2,Unknown,1,Mt3,Test,11.9938241973246,0.79,Pass,0.0228345411869442
S36-A22,6hrs C2,Unknown,1,Cat,Test,7.88887965996431,0.03,Fail,0.00201192985235196
S36-A23,6hrs C2,Unknown,1,Egln2,Test,18.1948359274389,0.95,Pass,0.00689486129308747
S36-A24,6hrs C2,Unknown,1,Egln1,Test,16.5801464035673,0.93,Pass,0.0097987151773852
S36-A25,6hrs C2,Unknown,1,Nfe212,Test,23.10837447556,0.97,Pass,0.0128811432565052
S36-A26,6hrs C2,Unknown,1,Nos2,Test,24.832385771356,0.93,Pass,0.0150035719669409
S36-A27,6hrs C2,Unknown,1,Hif3a,Test,21.9565827205963,0.93,Pass,0.0155135707898053
S36-A28,6hrs C2,Unknown,1,Bnip3,Test,14.964492568977,0.97,Pass,0.0239177378873408
S36-A29,6hrs C2,Unknown,1,Cp,Test,999,0,Fail,0.1
S36-A30,6hrs C2,Unknown,1,Dppa5a,Test,23.529387609336,0.89,Pass,0.0109474022309234
S36-A31,6hrs C2,Unknown,1,Sod2,Test,15.1268046596503,0.95,Pass,0.0193117342570188
S36-A32,6hrs C2,Unknown,1,Mt1,Test,17.24751108169,0.93,Pass,0.0150165747366286
S36-A33,6hrs C2,Unknown,1,PDK1,Test,21.0835626269307,0.98,Pass,0.0831058699701507
S36-A34,6hrs C2,Unknown,1,Car2,Test,14.3498212989811,0.85,Pass,0.0121965143027594
S36-A35,6hrs C2,Unknown,1,Trp53,Test,19.7023162463677,0.92,Pass,0.0194839829779027
S36-A36,6hrs C2,Unknown,1,PDHx,Test,16.7910711929132,0.97,Pass,0.0126570262457584
S36-A37,6hrs C2,Unknown,1,Hmox1,Test,22.4197763548154,0.88,Pass,0.0087765704303593
S36-A38,6hrs C2,Unknown,1,Bach1,Test,27.3123931389996,0.82,Pass,0.00898588417366158
S36-A39,6hrs C2,Unknown,1,Fth1,Test,9.03301168096927,0.96,Pass,0.0146163250752354
S36-A40,6hrs C2,Unknown,1,Fxn,Test,18.1701152920581,0.95,Pass,0.0208283161042978
S36-A41,6hrs C2,Unknown,1,Aco2,Test,15.5183275818855,0.98,Pass,0.0206074612287017
S36-A42,6hrs C2,Unknown,1,H2afz (house keeping),Test,18.055071908743,0.94,Pass,0.00632670523166442
S36-A43,6hrs C2,Unknown,1,Slc11a2,Test,19.8700190876965,0.95,Pass,0.00590284917332172
S36-A44,6hrs C2,Unknown,1,Th,Test,19.3941760901237,0.95,Pass,0.00763526729220294
S36-A45,6hrs C2,Unknown,1,Trfr2,Test,24.8373097866945,0.98,Pass,0.0155279526230004
S36-A46,6hrs C2,Unknown,1,Mt2,Test,12.2565003748607,0.97,Pass,0.0198420617612677
S36-A47,6hrs C2,Unknown,1,LCT,Test,27.6161280201244,0.94,Pass,0.0162807939869354
S36-A48,6hrs C2,Unknown,1,RPL22 (house keeping),Test,12.5529602292979,0.93,Pass,0.00902334899870637
S15-A01,3 Days A1,Unknown,1,Ftmt,Test,23.7057316127874,0.99,Pass,0.0170975760029845
S15-A02,3 Days A1,Unknown,1,HK1,Test,999,0,Fail,0.00522591086698019
S15-A03,3 Days A1,Unknown,1,Epo,Test,999,0,Fail,0.1
S15-A04,3 Days A1,Unknown,1,Hamp,Test,26.4459687614523,0.99,Pass,0.0307597811147576
S15-A05,3 Days A1,Unknown,1,Slc40a1,Test,21.4272909481217,0.93,Pass,0.00665758110254866
S15-A06,3 Days A1,Unknown,1,Ppara,Test,24.4975627073778,0.97,Pass,0.0143613838140424
S15-A07,3 Days A1,Unknown,1,Vegfa,Test,34.1229746901635,0.84,Pass,0.0130632654833801
S15-A08,3 Days A1,Unknown,1,Ep300,Test,17.7562064750433,0.92,Pass,0.00592725233700934
S15-A09,3 Days A1,Unknown,1,Ftl1,Test,17.1548957451168,0.74,Pass,0.00605555306988149
S15-A10,3 Days A1,Unknown,1,Ppargc1a,Test,14.8006987253088,0.96,Pass,0.0103153062665152
S15-A11,3 Days A1,Unknown,1,Epas1,Test,15.4490868543683,0.97,Pass,0.00845488203106051
S15-A12,3 Days A1,Unknown,1,Ogdh,Test,15.816271864086,0.95,Pass,0.0154003440700253
S15-A13,3 Days A1,Unknown,1,GPX1,Test,999,0,Fail,0.1
S15-A14,3 Days A1,Unknown,1,Ucp2,Test,20.5423772344392,0.92,Pass,0.00634618516443952
S15-A15,3 Days A1,Unknown,1,Ngb,Test,22.3186134542876,0.95,Pass,0.0132358407753192
S15-A16,3 Days A1,Unknown,1,Egln3,Test,19.0608224207548,0.95,Pass,0.0149010143493106
S15-A17,3 Days A1,Unknown,1,Bnip3I,Test,16.0002413415915,0.97,Pass,0.0214933930805613
S15-A18,3 Days A1,Unknown,1,Hif1a,Test,16.8875029447062,0.99,Pass,0.0274163579922502
S15-A19,3 Days A1,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S15-A20,3 Days A1,Unknown,1,SDHb,Test,14.635690090414,0.97,Pass,0.0188587803835945
S15-A21,3 Days A1,Unknown,1,Mt3,Test,12.0720582311744,0.79,Pass,0.0228345411869442
S15-A22,3 Days A1,Unknown,1,Cat,Test,999,0,Fail,0.00201192985235196
S15-A23,3 Days A1,Unknown,1,Egln2,Test,18.8419037931297,0.95,Pass,0.00689486129308747
S15-A24,3 Days A1,Unknown,1,Egln1,Test,16.5891420263613,0.93,Pass,0.0097987151773852
S15-A25,3 Days A1,Unknown,1,Nfe212,Test,24.8849177823266,0.77,Pass,0.0128811432565052
S15-A26,3 Days A1,Unknown,1,Nos2,Test,24.3344867720097,0.95,Pass,0.0150035719669409
S15-A27,3 Days A1,Unknown,1,Hif3a,Test,22.9964417374476,0.94,Pass,0.0155135707898053
S15-A28,3 Days A1,Unknown,1,Bnip3,Test,15.4693755376808,0.98,Pass,0.0239177378873408
S15-A29,3 Days A1,Unknown,1,Cp,Test,999,0,Fail,0.1
S15-A30,3 Days A1,Unknown,1,Dppa5a,Test,23.823210708965,0.88,Pass,0.0109474022309234
S15-A31,3 Days A1,Unknown,1,Sod2,Test,15.372483076539,0.95,Pass,0.0193117342570188
S15-A32,3 Days A1,Unknown,1,Mt1,Test,17.4650745005547,0.92,Pass,0.0150165747366286
S15-A33,3 Days A1,Unknown,1,PDK1,Test,22.2927705318571,0.98,Pass,0.0831058699701507
S15-A34,3 Days A1,Unknown,1,Car2,Test,14.7543433806746,0.86,Pass,0.0121965143027594
S15-A35,3 Days A1,Unknown,1,Trp53,Test,20.1787703761977,0.98,Pass,0.0194839829779027
S15-A36,3 Days A1,Unknown,1,PDHx,Test,17.4165226096044,0.96,Pass,0.0126570262457584
S15-A37,3 Days A1,Unknown,1,Hmox1,Test,22.6172660187564,0.97,Pass,0.0087765704303593
S15-A38,3 Days A1,Unknown,1,Bach1,Test,28.2492844933558,0.81,Pass,0.00898588417366158
S15-A39,3 Days A1,Unknown,1,Fth1,Test,9.40067963791895,0.94,Pass,0.0146163250752354
S15-A40,3 Days A1,Unknown,1,Fxn,Test,18.2461552894934,0.91,Pass,0.0208283161042978
S15-A41,3 Days A1,Unknown,1,Aco2,Test,16.4886356770103,0.98,Pass,0.0206074612287017
S15-A42,3 Days A1,Unknown,1,H2afz (house keeping),Test,17.9965723496053,0.93,Pass,0.00632670523166442
S15-A43,3 Days A1,Unknown,1,Slc11a2,Test,20.8202597826731,0.95,Pass,0.00590284917332172
S15-A44,3 Days A1,Unknown,1,Th,Test,18.8151056927659,0.95,Pass,0.00763526729220294
S15-A45,3 Days A1,Unknown,1,Trfr2,Test,25.7886962208228,0.97,Pass,0.0155279526230004
S15-A46,3 Days A1,Unknown,1,Mt2,Test,12.7610874333436,0.98,Pass,0.0198420617612677
S15-A47,3 Days A1,Unknown,1,LCT,Test,999,0,Fail,0.0162807939869354
S15-A48,3 Days A1,Unknown,1,RPL22 (house keeping),Test,13.8786094439435,0.95,Pass,0.00902334899870637
S35-A01,6hrs C2,Unknown,1,Ftmt,Test,23.9776517916997,0.99,Pass,0.0170975760029845
S35-A02,6hrs C2,Unknown,1,HK1,Test,999,0,Fail,0.00522591086698019
S35-A03,6hrs C2,Unknown,1,Epo,Test,999,0,Fail,0.1
S35-A04,6hrs C2,Unknown,1,Hamp,Test,23.7388738498166,0.99,Pass,0.0307597811147576
S35-A05,6hrs C2,Unknown,1,Slc40a1,Test,20.5525591882691,0.92,Pass,0.00665758110254866
S35-A06,6hrs C2,Unknown,1,Ppara,Test,23.8918375671017,0.97,Pass,0.0143613838140424
S35-A07,6hrs C2,Unknown,1,Vegfa,Test,33.2939116049122,0.81,Pass,0.0130632654833801
S35-A08,6hrs C2,Unknown,1,Ep300,Test,16.830328521949,0.92,Pass,0.00592725233700934
S35-A09,6hrs C2,Unknown,1,Ftl1,Test,17.1907406170076,0.62,Fail,0.00605555306988149
S35-A10,6hrs C2,Unknown,1,Ppargc1a,Test,14.208830184224,0.93,Pass,0.0103153062665152
S35-A11,6hrs C2,Unknown,1,Epas1,Test,14.4480555940896,0.98,Pass,0.00845488203106051
S35-A12,6hrs C2,Unknown,1,Ogdh,Test,14.8696968437477,0.96,Pass,0.0154003440700253
S35-A13,6hrs C2,Unknown,1,GPX1,Test,999,0,Fail,0.1
S35-A14,6hrs C2,Unknown,1,Ucp2,Test,18.9059510276955,0.94,Pass,0.00634618516443952
S35-A15,6hrs C2,Unknown,1,Ngb,Test,20.3242649943588,0.96,Pass,0.0132358407753192
S35-A16,6hrs C2,Unknown,1,Egln3,Test,18.5022522889679,0.96,Pass,0.0149010143493106
S35-A17,6hrs C2,Unknown,1,Bnip3I,Test,15.2188230951045,0.94,Pass,0.0214933930805613
S35-A18,6hrs C2,Unknown,1,Hif1a,Test,15.9995483133807,0.99,Pass,0.0274163579922502
S35-A19,6hrs C2,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S35-A20,6hrs C2,Unknown,1,SDHb,Test,14.3297597153164,0.96,Pass,0.0188587803835945
S35-A21,6hrs C2,Unknown,1,Mt3,Test,11.9326242880379,0.77,Pass,0.0228345411869442
S35-A22,6hrs C2,Unknown,1,Cat,Test,999,0,Fail,0.00201192985235196
S35-A23,6hrs C2,Unknown,1,Egln2,Test,18.068918070419,0.94,Pass,0.00689486129308747
S35-A24,6hrs C2,Unknown,1,Egln1,Test,16.6000678042143,0.94,Pass,0.0097987151773852
S35-A25,6hrs C2,Unknown,1,Nfe212,Test,23.3955168610589,0.97,Pass,0.0128811432565052
S35-A26,6hrs C2,Unknown,1,Nos2,Test,23.7492497110615,0.92,Pass,0.0150035719669409
S35-A27,6hrs C2,Unknown,1,Hif3a,Test,21.6149293757155,0.94,Pass,0.0155135707898053
S35-A28,6hrs C2,Unknown,1,Bnip3,Test,15.0540846779565,0.98,Pass,0.0239177378873408
S35-A29,6hrs C2,Unknown,1,Cp,Test,999,0,Fail,0.1
S35-A30,6hrs C2,Unknown,1,Dppa5a,Test,24.4653651225899,0.88,Pass,0.0109474022309234
S35-A31,6hrs C2,Unknown,1,Sod2,Test,15.2049256549747,0.96,Pass,0.0193117342570188
S35-A32,6hrs C2,Unknown,1,Mt1,Test,17.3430325601112,0.94,Pass,0.0150165747366286
S35-A33,6hrs C2,Unknown,1,PDK1,Test,21.2111555022985,0.98,Pass,0.0831058699701507
S35-A34,6hrs C2,Unknown,1,Car2,Test,14.3724316163786,0.85,Pass,0.0121965143027594
S35-A35,6hrs C2,Unknown,1,Trp53,Test,19.769590790176,0.95,Pass,0.0194839829779027
S35-A36,6hrs C2,Unknown,1,PDHx,Test,16.8478859311878,0.97,Pass,0.0126570262457584
S35-A37,6hrs C2,Unknown,1,Hmox1,Test,22.166219929507,0.95,Pass,0.0087765704303593
S35-A38,6hrs C2,Unknown,1,Bach1,Test,27.1158871616196,0.82,Pass,0.00898588417366158
S35-A39,6hrs C2,Unknown,1,Fth1,Test,9.06018533501702,0.98,Pass,0.0146163250752354
S35-A40,6hrs C2,Unknown,1,Fxn,Test,18.1785058962599,0.97,Pass,0.0208283161042978
S35-A41,6hrs C2,Unknown,1,Aco2,Test,15.7515137983667,0.98,Pass,0.0206074612287017
S35-A42,6hrs C2,Unknown,1,H2afz (house keeping),Test,18.1226133643311,0.84,Pass,0.00632670523166442
S35-A43,6hrs C2,Unknown,1,Slc11a2,Test,19.9616984698705,0.82,Pass,0.00590284917332172
S35-A44,6hrs C2,Unknown,1,Th,Test,19.4283023589768,0.91,Pass,0.00763526729220294
S35-A45,6hrs C2,Unknown,1,Trfr2,Test,24.0228492004157,0.97,Pass,0.0155279526230004
S35-A46,6hrs C2,Unknown,1,Mt2,Test,12.3072499945077,0.98,Pass,0.0198420617612677
S35-A47,6hrs C2,Unknown,1,LCT,Test,999,0,Fail,0.0162807939869354
S35-A48,6hrs C2,Unknown,1,RPL22 (house keeping),Test,14.0069039481364,0.94,Pass,0.00902334899870637
S14-A01,3 Days A1,Unknown,1,Ftmt,Test,24.2253702344085,0.97,Pass,0.0170975760029845
S14-A02,3 Days A1,Unknown,1,HK1,Test,999,0,Fail,0.00522591086698019
S14-A03,3 Days A1,Unknown,1,Epo,Test,999,0,Fail,0.1
S14-A04,3 Days A1,Unknown,1,Hamp,Test,25.9264284747456,0.98,Pass,0.0307597811147576
S14-A05,3 Days A1,Unknown,1,Slc40a1,Test,21.2444731018528,0.9,Pass,0.00665758110254866
S14-A06,3 Days A1,Unknown,1,Ppara,Test,25.7689186310743,0.96,Pass,0.0143613838140424
S14-A07,3 Days A1,Unknown,1,Vegfa,Test,35.5091637300954,0.85,Pass,0.0130632654833801
S14-A08,3 Days A1,Unknown,1,Ep300,Test,17.7740904646675,0.95,Pass,0.00592725233700934
S14-A09,3 Days A1,Unknown,1,Ftl1,Test,17.1089565378515,0.62,Fail,0.00605555306988149
S14-A10,3 Days A1,Unknown,1,Ppargc1a,Test,14.8947390456406,0.96,Pass,0.0103153062665152
S14-A11,3 Days A1,Unknown,1,Epas1,Test,15.5158440508196,0.96,Pass,0.00845488203106051
S14-A12,3 Days A1,Unknown,1,Ogdh,Test,15.8173511672953,0.95,Pass,0.0154003440700253
S14-A13,3 Days A1,Unknown,1,GPX1,Test,999,0,Fail,0.1
S14-A14,3 Days A1,Unknown,1,Ucp2,Test,20.5151281568352,0.94,Pass,0.00634618516443952
S14-A15,3 Days A1,Unknown,1,Ngb,Test,22.1426430194053,0.95,Pass,0.0132358407753192
S14-A16,3 Days A1,Unknown,1,Egln3,Test,19.0979160571785,0.93,Pass,0.0149010143493106
S14-A17,3 Days A1,Unknown,1,Bnip3I,Test,16.1952562985666,0.97,Pass,0.0214933930805613
S14-A18,3 Days A1,Unknown,1,Hif1a,Test,17.0166701681617,0.99,Pass,0.0274163579922502
S14-A19,3 Days A1,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S14-A20,3 Days A1,Unknown,1,SDHb,Test,14.5638882224868,0.97,Pass,0.0188587803835945
S14-A21,3 Days A1,Unknown,1,Mt3,Test,12.1967947890508,0.78,Pass,0.0228345411869442
S14-A22,3 Days A1,Unknown,1,Cat,Test,999,0,Fail,0.00201192985235196
S14-A23,3 Days A1,Unknown,1,Egln2,Test,18.6881212953489,0.95,Pass,0.00689486129308747
S14-A24,3 Days A1,Unknown,1,Egln1,Test,16.3758204220853,0.94,Pass,0.0097987151773852
S14-A25,3 Days A1,Unknown,1,Nfe212,Test,25.218946583817,0.94,Pass,0.0128811432565052
S14-A26,3 Days A1,Unknown,1,Nos2,Test,24.8387636856836,0.96,Pass,0.0150035719669409
S14-A27,3 Days A1,Unknown,1,Hif3a,Test,23.516821797713,0.96,Pass,0.0155135707898053
S14-A28,3 Days A1,Unknown,1,Bnip3,Test,15.3736682506583,0.98,Pass,0.0239177378873408
S14-A29,3 Days A1,Unknown,1,Cp,Test,999,0,Fail,0.1
S14-A30,3 Days A1,Unknown,1,Dppa5a,Test,24.390623988749,0.88,Pass,0.0109474022309234
S14-A31,3 Days A1,Unknown,1,Sod2,Test,15.4783014828705,0.95,Pass,0.0193117342570188
S14-A32,3 Days A1,Unknown,1,Mt1,Test,17.4661337951099,0.96,Pass,0.0150165747366286
S14-A33,3 Days A1,Unknown,1,PDK1,Test,22.6277161069762,0.97,Pass,0.0831058699701507
S14-A34,3 Days A1,Unknown,1,Car2,Test,14.7187902077726,0.89,Pass,0.0121965143027594
S14-A35,3 Days A1,Unknown,1,Trp53,Test,20.5014173410106,0.95,Pass,0.0194839829779027
S14-A36,3 Days A1,Unknown,1,PDHx,Test,17.5077999419089,0.94,Pass,0.0126570262457584
S14-A37,3 Days A1,Unknown,1,Hmox1,Test,22.5158096184338,0.96,Pass,0.0087765704303593
S14-A38,3 Days A1,Unknown,1,Bach1,Test,28.8232326802619,0.83,Pass,0.00898588417366158
S14-A39,3 Days A1,Unknown,1,Fth1,Test,9.36170372001124,0.95,Pass,0.0146163250752354
S14-A40,3 Days A1,Unknown,1,Fxn,Test,18.4793591021513,0.94,Pass,0.0208283161042978
S14-A41,3 Days A1,Unknown,1,Aco2,Test,16.8196782845827,0.98,Pass,0.0206074612287017
S14-A42,3 Days A1,Unknown,1,H2afz (house keeping),Test,18.0617270803961,0.93,Pass,0.00632670523166442
S14-A43,3 Days A1,Unknown,1,Slc11a2,Test,21.1846153817861,0.95,Pass,0.00590284917332172
S14-A44,3 Days A1,Unknown,1,Th,Test,18.9095382596624,0.89,Pass,0.00763526729220294
S14-A45,3 Days A1,Unknown,1,Trfr2,Test,25.6845498476928,0.97,Pass,0.0155279526230004
S14-A46,3 Days A1,Unknown,1,Mt2,Test,12.8207370349615,0.97,Pass,0.0198420617612677
S14-A47,3 Days A1,Unknown,1,LCT,Test,999,0,Fail,0.0162807939869354
S14-A48,3 Days A1,Unknown,1,RPL22 (house keeping),Test,13.9329806827201,0.94,Pass,0.00902334899870637
S34-A01,6hrs C2,Unknown,1,Ftmt,Test,23.6617137638551,0.99,Pass,0.0170975760029845
S34-A02,6hrs C2,Unknown,1,HK1,Test,999,0,Fail,0.00522591086698019
S34-A03,6hrs C2,Unknown,1,Epo,Test,999,0,Fail,0.1
S34-A04,6hrs C2,Unknown,1,Hamp,Test,25.5172340747102,0.98,Pass,0.0307597811147576
S34-A05,6hrs C2,Unknown,1,Slc40a1,Test,20.6323391367477,0.92,Pass,0.00665758110254866
S34-A06,6hrs C2,Unknown,1,Ppara,Test,22.7660210269826,0.97,Pass,0.0143613838140424
S34-A07,6hrs C2,Unknown,1,Vegfa,Test,33.669441438381,0.83,Pass,0.0130632654833801
S34-A08,6hrs C2,Unknown,1,Ep300,Test,16.6601348080781,0.94,Pass,0.00592725233700934
S34-A09,6hrs C2,Unknown,1,Ftl1,Test,16.8593524162573,0.63,Fail,0.00605555306988149
S34-A10,6hrs C2,Unknown,1,Ppargc1a,Test,14.125350507787,0.96,Pass,0.0103153062665152
S34-A11,6hrs C2,Unknown,1,Epas1,Test,14.4271462027554,0.98,Pass,0.00845488203106051
S34-A12,6hrs C2,Unknown,1,Ogdh,Test,14.8598244806457,0.95,Pass,0.0154003440700253
S34-A13,6hrs C2,Unknown,1,GPX1,Test,999,0,Fail,0.1
S34-A14,6hrs C2,Unknown,1,Ucp2,Test,18.6926623021082,0.94,Pass,0.00634618516443952
S34-A15,6hrs C2,Unknown,1,Ngb,Test,20.1775309157318,0.96,Pass,0.0132358407753192
S34-A16,6hrs C2,Unknown,1,Egln3,Test,18.6039062776736,0.95,Pass,0.0149010143493106
S34-A17,6hrs C2,Unknown,1,Bnip3I,Test,15.1968543085451,0.96,Pass,0.0214933930805613
S34-A18,6hrs C2,Unknown,1,Hif1a,Test,15.9188424531044,0.99,Pass,0.0274163579922502
S34-A19,6hrs C2,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S34-A20,6hrs C2,Unknown,1,SDHb,Test,14.2822403229988,0.97,Pass,0.0188587803835945
S34-A21,6hrs C2,Unknown,1,Mt3,Test,11.8402225290678,0.76,Pass,0.0228345411869442
S34-A22,6hrs C2,Unknown,1,Cat,Test,999,0,Fail,0.00201192985235196
S34-A23,6hrs C2,Unknown,1,Egln2,Test,17.9808744476095,0.96,Pass,0.00689486129308747
S34-A24,6hrs C2,Unknown,1,Egln1,Test,16.5987001926285,0.94,Pass,0.0097987151773852
S34-A25,6hrs C2,Unknown,1,Nfe212,Test,23.0612356877571,0.96,Pass,0.0128811432565052
S34-A26,6hrs C2,Unknown,1,Nos2,Test,24.1956327015197,0.95,Pass,0.0150035719669409
S34-A27,6hrs C2,Unknown,1,Hif3a,Test,20.9717884088493,0.91,Pass,0.0155135707898053
S34-A28,6hrs C2,Unknown,1,Bnip3,Test,14.9740645302104,0.98,Pass,0.0239177378873408
S34-A29,6hrs C2,Unknown,1,Cp,Test,999,0,Fail,0.1
S34-A30,6hrs C2,Unknown,1,Dppa5a,Test,24.4539012495598,0.88,Pass,0.0109474022309234
S34-A31,6hrs C2,Unknown,1,Sod2,Test,15.1415015780819,0.94,Pass,0.0193117342570188
S34-A32,6hrs C2,Unknown,1,Mt1,Test,17.2652088359775,0.91,Pass,0.0150165747366286
S34-A33,6hrs C2,Unknown,1,PDK1,Test,21.1578531046319,0.98,Pass,0.0831058699701507
S34-A34,6hrs C2,Unknown,1,Car2,Test,14.2565189221066,0.84,Pass,0.0121965143027594
S34-A35,6hrs C2,Unknown,1,Trp53,Test,19.7864553165093,0.88,Pass,0.0194839829779027
S34-A36,6hrs C2,Unknown,1,PDHx,Test,16.7666824955088,0.96,Pass,0.0126570262457584
S34-A37,6hrs C2,Unknown,1,Hmox1,Test,22.0202655270977,0.86,Pass,0.0087765704303593
S34-A38,6hrs C2,Unknown,1,Bach1,Test,27.1849003018825,0.84,Pass,0.00898588417366158
S34-A39,6hrs C2,Unknown,1,Fth1,Test,8.9921307127875,0.96,Pass,0.0146163250752354
S34-A40,6hrs C2,Unknown,1,Fxn,Test,18.2283178118633,0.94,Pass,0.0208283161042978
S34-A41,6hrs C2,Unknown,1,Aco2,Test,15.7016030049674,0.98,Pass,0.0206074612287017
S34-A42,6hrs C2,Unknown,1,H2afz (house keeping),Test,17.9033077403889,0.94,Pass,0.00632670523166442
S34-A43,6hrs C2,Unknown,1,Slc11a2,Test,19.8674776266139,0.95,Pass,0.00590284917332172
S34-A44,6hrs C2,Unknown,1,Th,Test,19.5754940502233,0.93,Pass,0.00763526729220294
S34-A45,6hrs C2,Unknown,1,Trfr2,Test,24.670500739959,0.98,Pass,0.0155279526230004
S34-A46,6hrs C2,Unknown,1,Mt2,Test,12.2026690503407,0.98,Pass,0.0198420617612677
S34-A47,6hrs C2,Unknown,1,LCT,Test,999,0,Fail,0.0162807939869354
S34-A48,6hrs C2,Unknown,1,RPL22 (house keeping),Test,13.7520015957936,0.95,Pass,0.00902334899870637
S13-A01,3 Days A1,Unknown,1,Ftmt,Test,23.6657967621949,0.99,Pass,0.0170975760029845
S13-A02,3 Days A1,Unknown,1,HK1,Test,999,0,Fail,0.00522591086698019
S13-A03,3 Days A1,Unknown,1,Epo,Test,999,0,Fail,0.1
S13-A04,3 Days A1,Unknown,1,Hamp,Test,26.1120286093775,0.9,Pass,0.0307597811147576
S13-A05,3 Days A1,Unknown,1,Slc40a1,Test,21.2584358056796,0.94,Pass,0.00665758110254866
S13-A06,3 Days A1,Unknown,1,Ppara,Test,24.2505957702862,0.97,Pass,0.0143613838140424
S13-A07,3 Days A1,Unknown,1,Vegfa,Test,35.3791714133233,0.84,Pass,0.0130632654833801
S13-A08,3 Days A1,Unknown,1,Ep300,Test,17.4271335128063,0.89,Pass,0.00592725233700934
S13-A09,3 Days A1,Unknown,1,Ftl1,Test,16.9318559956103,0.63,Fail,0.00605555306988149
