Well, Type, Sample, Gene, Ct, Quantity, Exclusion
1603, UNKN, 6hrs D2, PDHx, 16.12, , 
1604, UNKN, 6hrs D2, PDHx, 16.23, , 
1605, UNKN, 6hrs D2, PDHx, 16.19, , 
1606, UNKN, Water, PDHx, 38.95, , 
1607, UNKN, Water, PDHx, 31.82, , 
1608, UNKN, Water, PDHx, 26.12, , 
1609, UNKN, 3 Days C3, PDHx, 17.72, , 
1610, UNKN, 3 Days C3, PDHx, 17.71, , 
1611, UNKN, 3 Days C3, PDHx, 17.70, , 
1612, UNKN, 8 Days C2, PDHx, 16.71, , 
1613, UNKN, 8 Days C2, PDHx, 16.76, , 
1614, UNKN, 8 Days C2, PDHx, 16.68, , 
1615, UNKN, 6hrs B4, PDHx, 17.74, , 
1616, UNKN, 6hrs B4, PDHx, 17.70, , 
1617, UNKN, 6hrs B4, PDHx, 17.92, , 
1618, UNKN, 6hrs C2, PDHx, 16.77, , 
1619, UNKN, 6hrs C2, PDHx, 16.85, , 
1620, UNKN, 6hrs C2, PDHx, 16.79, , 
1621, UNKN, 24hrs D1, PDHx, 18.63, , 
1622, UNKN, 24hrs D1, PDHx, 18.84, , 
1623, UNKN, 24hrs D1, PDHx, 18.78, , 
1624, UNKN, 24hrs C1, PDHx, 16.98, , 
1625, UNKN, 24hrs C1, PDHx, 16.99, , 
1626, UNKN, 24hrs C1, PDHx, 17.01, , 
1627, UNKN, 3 Days B4, PDHx, 16.73, , 
1628, UNKN, 3 Days B4, PDHx, 16.81, , 
1629, UNKN, 3 Days B4, PDHx, 16.68, , 
1630, UNKN, 3 Days D2, PDHx, 17.87, , 
1631, UNKN, 3 Days D2, PDHx, 17.89, , 
1632, UNKN, 3 Days D2, PDHx, 17.97, , 
1633, UNKN, 6hrs A3, PDK1, 23.77, , 
1634, UNKN, 6hrs A3, PDK1, 23.83, , 
1635, UNKN, 6hrs A3, PDK1, 23.82, , 
1636, UNKN, 24hrs A4, PDK1, 22.64, , 
1637, UNKN, 24hrs A4, PDK1, 22.76, , 
1638, UNKN, 24hrs A4, PDK1, 22.74, , 
1639, UNKN, 8 Days D4, PDK1, 22.34, , 
1640, UNKN, 8 Days D4, PDK1, 22.73, , 
1641, UNKN, 8 Days D4, PDK1, 22.98, , 
1642, UNKN, 8 Days B1, PDK1, 22.06, , 
1643, UNKN, 8 Days B1, PDK1, 22.21, , 
1644, UNKN, 8 Days B1, PDK1, 22.49, , 
1645, UNKN, 3 Days A1, PDK1, 22.43, , 
1646, UNKN, 3 Days A1, PDK1, 22.63, , 
1647, UNKN, 3 Days A1, PDK1, 22.29, , 
1648, UNKN, 24hrs B2, PDK1, 20.87, , 
1649, UNKN, 24hrs B2, PDK1, 20.81, , 
1650, UNKN, 24hrs B2, PDK1, 20.86, , 
1651, UNKN, 6hrs D2, PDK1, 21.33, , 
1652, UNKN, 6hrs D2, PDK1, 21.33, , 
1653, UNKN, 6hrs D2, PDK1, 21.25, , 
1654, UNKN, Water, PDK1, , , 1
1655, UNKN, Water, PDK1, , , 1
1656, UNKN, Water, PDK1, , , 1
1657, UNKN, 3 Days C3, PDK1, 22.92, , 
1658, UNKN, 3 Days C3, PDK1, 22.67, , 
1659, UNKN, 3 Days C3, PDK1, 22.68, , 
1660, UNKN, 8 Days C2, PDK1, 21.47, , 
1661, UNKN, 8 Days C2, PDK1, 21.67, , 
1662, UNKN, 8 Days C2, PDK1, 21.48, , 
1663, UNKN, 6hrs B4, PDK1, 22.40, , 
1664, UNKN, 6hrs B4, PDK1, 22.18, , 
1665, UNKN, 6hrs B4, PDK1, 22.14, , 
1666, UNKN, 6hrs C2, PDK1, 21.16, , 
1667, UNKN, 6hrs C2, PDK1, 21.21, , 
1668, UNKN, 6hrs C2, PDK1, 21.08, , 
1669, UNKN, 24hrs D1, PDK1, 23.79, , 
1670, UNKN, 24hrs D1, PDK1, 23.52, , 
1671, UNKN, 24hrs D1, PDK1, 23.58, , 
1672, UNKN, 24hrs C1, PDK1, 22.35, , 
1673, UNKN, 24hrs C1, PDK1, 22.73, , 
1674, UNKN, 24hrs C1, PDK1, 22.46, , 
1675, UNKN, 3 Days B4, PDK1, 21.58, , 
1676, UNKN, 3 Days B4, PDK1, 21.58, , 
1677, UNKN, 3 Days B4, PDK1, 21.77, , 
1678, UNKN, 3 Days D2, PDK1, 22.55, , 
1679, UNKN, 3 Days D2, PDK1, 22.69, , 
1680, UNKN, 3 Days D2, PDK1, 23.28, , 
1681, UNKN, 6hrs A3, Ppara, 24.87, , 
1682, UNKN, 6hrs A3, Ppara, 25.17, , 
1683, UNKN, 6hrs A3, Ppara, 25.45, , 
1684, UNKN, 24hrs A4, Ppara, 23.80, , 
1685, UNKN, 24hrs A4, Ppara, 24.21, , 
1686, UNKN, 24hrs A4, Ppara, 23.74, , 
1687, UNKN, 8 Days D4, Ppara, 24.26, , 
1688, UNKN, 8 Days D4, Ppara, 24.30, , 
1689, UNKN, 8 Days D4, Ppara, 24.50, , 
1690, UNKN, 8 Days B1, Ppara, 25.22, , 
1691, UNKN, 8 Days B1, Ppara, 24.91, , 
1692, UNKN, 8 Days B1, Ppara, 28.03, , 
1693, UNKN, 3 Days A1, Ppara, 24.25, , 
1694, UNKN, 3 Days A1, Ppara, 25.77, , 
1695, UNKN, 3 Days A1, Ppara, 24.50, , 
1696, UNKN, 24hrs B2, Ppara, 22.11, , 
1697, UNKN, 24hrs B2, Ppara, 22.51, , 
1698, UNKN, 24hrs B2, Ppara, 22.19, , 
1699, UNKN, 6hrs D2, Ppara, 21.14, , 
1700, UNKN, 6hrs D2, Ppara, 21.16, , 
1701, UNKN, 6hrs D2, Ppara, 21.23, , 
1702, UNKN, Water, Ppara, , , 1
1703, UNKN, Water, Ppara, 33.64, , 
1704, UNKN, Water, Ppara, 28.10, , 
1705, UNKN, 3 Days C3, Ppara, 24.36, , 
1706, UNKN, 3 Days C3, Ppara, 23.87, , 
1707, UNKN, 3 Days C3, Ppara, 24.29, , 
1708, UNKN, 8 Days C2, Ppara, 22.50, , 
1709, UNKN, 8 Days C2, Ppara, 22.59, , 
1710, UNKN, 8 Days C2, Ppara, 22.75, , 
1711, UNKN, 6hrs B4, Ppara, 23.31, , 
1712, UNKN, 6hrs B4, Ppara, 23.25, , 
1713, UNKN, 6hrs B4, Ppara, 25.08, , 
1714, UNKN, 6hrs C2, Ppara, 22.77, , 
1715, UNKN, 6hrs C2, Ppara, 23.89, , 
1716, UNKN, 6hrs C2, Ppara, 23.00, , 
1717, UNKN, 24hrs D1, Ppara, 26.25, , 
1718, UNKN, 24hrs D1, Ppara, 25.45, , 
1719, UNKN, 24hrs D1, Ppara, 26.14, , 
1720, UNKN, 24hrs C1, Ppara, 24.09, , 
1721, UNKN, 24hrs C1, Ppara, 23.27, , 
1722, UNKN, 24hrs C1, Ppara, 23.60, , 
1723, UNKN, 3 Days B4, Ppara, 22.19, , 
1724, UNKN, 3 Days B4, Ppara, 23.42, , 
1725, UNKN, 3 Days B4, Ppara, 22.47, , 
1726, UNKN, 3 Days D2, Ppara, 24.13, , 
1727, UNKN, 3 Days D2, Ppara, 24.67, , 
1728, UNKN, 3 Days D2, Ppara, 24.41, , 
1729, UNKN, 6hrs A3, Ppargc1a, 16.22, , 
1730, UNKN, 6hrs A3, Ppargc1a, 16.04, , 
1731, UNKN, 6hrs A3, Ppargc1a, 16.11, , 
1732, UNKN, 24hrs A4, Ppargc1a, 15.20, , 
1733, UNKN, 24hrs A4, Ppargc1a, 15.39, , 
1734, UNKN, 24hrs A4, Ppargc1a, 15.43, , 
1735, UNKN, 8 Days D4, Ppargc1a, 15.53, , 
1736, UNKN, 8 Days D4, Ppargc1a, 15.68, , 
1737, UNKN, 8 Days D4, Ppargc1a, 15.62, , 
1738, UNKN, 8 Days B1, Ppargc1a, 15.05, , 
1739, UNKN, 8 Days B1, Ppargc1a, 15.19, , 
1740, UNKN, 8 Days B1, Ppargc1a, 15.20, , 
1741, UNKN, 3 Days A1, Ppargc1a, 14.74, , 
1742, UNKN, 3 Days A1, Ppargc1a, 14.89, , 
1743, UNKN, 3 Days A1, Ppargc1a, 14.80, , 
1744, UNKN, 24hrs B2, Ppargc1a, 14.38, , 
1745, UNKN, 24hrs B2, Ppargc1a, 14.56, , 
1746, UNKN, 24hrs B2, Ppargc1a, 14.73, , 
1747, UNKN, 6hrs D2, Ppargc1a, 13.16, , 
1748, UNKN, 6hrs D2, Ppargc1a, 13.25, , 
1749, UNKN, 6hrs D2, Ppargc1a, 13.37, , 
1750, UNKN, Water, Ppargc1a, , , 1
1751, UNKN, Water, Ppargc1a, 24.75, , 
1752, UNKN, Water, Ppargc1a, 20.72, , 
1753, UNKN, 3 Days C3, Ppargc1a, 15.25, , 
1754, UNKN, 3 Days C3, Ppargc1a, 15.11, , 
1755, UNKN, 3 Days C3, Ppargc1a, 14.99, , 
1756, UNKN, 8 Days C2, Ppargc1a, 14.28, , 
1757, UNKN, 8 Days C2, Ppargc1a, 14.51, , 
1758, UNKN, 8 Days C2, Ppargc1a, 14.34, , 
1759, UNKN, 6hrs B4, Ppargc1a, 14.79, , 
1760, UNKN, 6hrs B4, Ppargc1a, 14.99, , 
1761, UNKN, 6hrs B4, Ppargc1a, 14.86, , 
1762, UNKN, 6hrs C2, Ppargc1a, 14.13, , 
1763, UNKN, 6hrs C2, Ppargc1a, 14.21, , 
1764, UNKN, 6hrs C2, Ppargc1a, 14.28, , 
1765, UNKN, 24hrs D1, Ppargc1a, 16.41, , 
1766, UNKN, 24hrs D1, Ppargc1a, 16.67, , 
1767, UNKN, 24hrs D1, Ppargc1a, 16.55, , 
1768, UNKN, 24hrs C1, Ppargc1a, 14.32, , 
1769, UNKN, 24hrs C1, Ppargc1a, 14.43, , 
1770, UNKN, 24hrs C1, Ppargc1a, 14.29, , 
1771, UNKN, 3 Days B4, Ppargc1a, 14.52, , 
1772, UNKN, 3 Days B4, Ppargc1a, 14.69, , 
1773, UNKN, 3 Days B4, Ppargc1a, 14.69, , 
1774, UNKN, 3 Days D2, Ppargc1a, 15.64, , 
1775, UNKN, 3 Days D2, Ppargc1a, 15.94, , 
1776, UNKN, 3 Days D2, Ppargc1a, 15.66, , 
1777, UNKN, 6hrs A3, RPL22_hk, 14.38, , 
1778, UNKN, 6hrs A3, RPL22_hk, 15.06, , 
1779, UNKN, 6hrs A3, RPL22_hk, 14.91, , 
1780, UNKN, 24hrs A4, RPL22_hk, 14.23, , 
1781, UNKN, 24hrs A4, RPL22_hk, 14.25, , 
1782, UNKN, 24hrs A4, RPL22_hk, 14.34, , 
1783, UNKN, 8 Days D4, RPL22_hk, 14.49, , 
1784, UNKN, 8 Days D4, RPL22_hk, 14.48, , 
1785, UNKN, 8 Days D4, RPL22_hk, 14.66, , 
1786, UNKN, 8 Days B1, RPL22_hk, 14.28, , 
1787, UNKN, 8 Days B1, RPL22_hk, 14.19, , 
1788, UNKN, 8 Days B1, RPL22_hk, 14.30, , 
1789, UNKN, 3 Days A1, RPL22_hk, 13.84, , 
1790, UNKN, 3 Days A1, RPL22_hk, 13.93, , 
1791, UNKN, 3 Days A1, RPL22_hk, 13.88, , 
1792, UNKN, 24hrs B2, RPL22_hk, 13.67, , 
1793, UNKN, 24hrs B2, RPL22_hk, 13.71, , 
1794, UNKN, 24hrs B2, RPL22_hk, 13.83, , 
1795, UNKN, 6hrs D2, RPL22_hk, 13.33, , 
1796, UNKN, 6hrs D2, RPL22_hk, 13.42, , 
1797, UNKN, 6hrs D2, RPL22_hk, 13.34, , 
1798, UNKN, Water, RPL22_hk, 30.05, , 
1799, UNKN, Water, RPL22_hk, , , 1
1800, UNKN, Water, RPL22_hk, , , 1
1801, UNKN, 3 Days C3, RPL22_hk, 14.78, , 
1802, UNKN, 3 Days C3, RPL22_hk, 14.74, , 
1803, UNKN, 3 Days C3, RPL22_hk, 14.58, , 
1804, UNKN, 8 Days C2, RPL22_hk, 13.98, , 
1805, UNKN, 8 Days C2, RPL22_hk, 14.12, , 
1806, UNKN, 8 Days C2, RPL22_hk, 13.98, , 
1807, UNKN, 6hrs B4, RPL22_hk, 14.46, , 
1808, UNKN, 6hrs B4, RPL22_hk, 14.47, , 
1809, UNKN, 6hrs B4, RPL22_hk, 14.53, , 
1810, UNKN, 6hrs C2, RPL22_hk, 13.75, , 
1811, UNKN, 6hrs C2, RPL22_hk, 14.01, , 
1812, UNKN, 6hrs C2, RPL22_hk, 12.55, , 
1813, UNKN, 24hrs D1, RPL22_hk, 15.57, , 
1814, UNKN, 24hrs D1, RPL22_hk, 15.28, , 
1815, UNKN, 24hrs D1, RPL22_hk, 15.48, , 
1816, UNKN, 24hrs C1, RPL22_hk, 13.86, , 
1817, UNKN, 24hrs C1, RPL22_hk, 13.95, , 
1818, UNKN, 24hrs C1, RPL22_hk, 14.00, , 
1819, UNKN, 3 Days B4, RPL22_hk, 14.25, , 
1820, UNKN, 3 Days B4, RPL22_hk, 14.49, , 
1821, UNKN, 3 Days B4, RPL22_hk, 14.32, , 
1822, UNKN, 3 Days D2, RPL22_hk, 14.31, , 
1823, UNKN, 3 Days D2, RPL22_hk, 14.23, , 
1824, UNKN, 3 Days D2, RPL22_hk, 14.60, , 
1825, UNKN, 6hrs A3, SDHb, 16.89, , 
1826, UNKN, 6hrs A3, SDHb, 17.04, , 
1827, UNKN, 6hrs A3, SDHb, 16.88, , 
1828, UNKN, 24hrs A4, SDHb, 14.92, , 
1829, UNKN, 24hrs A4, SDHb, 14.86, , 
1830, UNKN, 24hrs A4, SDHb, 14.85, , 
1831, UNKN, 8 Days D4, SDHb, 15.23, , 
1832, UNKN, 8 Days D4, SDHb, 15.24, , 
1833, UNKN, 8 Days D4, SDHb, 15.17, , 
1834, UNKN, 8 Days B1, SDHb, 14.97, , 
1835, UNKN, 8 Days B1, SDHb, 14.95, , 
1836, UNKN, 8 Days B1, SDHb, 14.96, , 
1837, UNKN, 3 Days A1, SDHb, 14.49, , 
1838, UNKN, 3 Days A1, SDHb, 14.56, , 
1839, UNKN, 3 Days A1, SDHb, 14.64, , 
1840, UNKN, 24hrs B2, SDHb, 13.75, , 
1841, UNKN, 24hrs B2, SDHb, 13.88, , 
1842, UNKN, 24hrs B2, SDHb, 14.01, , 
1843, UNKN, 6hrs D2, SDHb, 13.50, , 
1844, UNKN, 6hrs D2, SDHb, 13.62, , 
1845, UNKN, 6hrs D2, SDHb, 13.59, , 
1846, UNKN, Water, SDHb, , , 1
1847, UNKN, Water, SDHb, , , 1
1848, UNKN, Water, SDHb, , , 1
1849, UNKN, 3 Days C3, SDHb, 15.09, , 
1850, UNKN, 3 Days C3, SDHb, 15.04, , 
1851, UNKN, 3 Days C3, SDHb, 14.91, , 
1852, UNKN, 8 Days C2, SDHb, 14.14, , 
1853, UNKN, 8 Days C2, SDHb, 14.21, , 
1854, UNKN, 8 Days C2, SDHb, 14.11, , 
1855, UNKN, 6hrs B4, SDHb, 15.17, , 
1856, UNKN, 6hrs B4, SDHb, 15.38, , 
1857, UNKN, 6hrs B4, SDHb, 15.34, , 
1858, UNKN, 6hrs C2, SDHb, 14.28, , 
1859, UNKN, 6hrs C2, SDHb, 14.33, , 
1860, UNKN, 6hrs C2, SDHb, 14.28, , 
1861, UNKN, 24hrs D1, SDHb, 15.83, , 
1862, UNKN, 24hrs D1, SDHb, 15.95, , 
1863, UNKN, 24hrs D1, SDHb, 15.91, , 
1864, UNKN, 24hrs C1, SDHb, 14.80, , 
1865, UNKN, 24hrs C1, SDHb, 14.92, , 
1866, UNKN, 24hrs C1, SDHb, 14.90, , 
1867, UNKN, 3 Days B4, SDHb, 14.42, , 
1868, UNKN, 3 Days B4, SDHb, 14.41, , 
1869, UNKN, 3 Days B4, SDHb, 14.32, , 
1870, UNKN, 3 Days D2, SDHb, 14.83, , 
1871, UNKN, 3 Days D2, SDHb, 14.86, , 
1872, UNKN, 3 Days D2, SDHb, 14.84, , 
1873, UNKN, 6hrs A3, Slc11a2, 22.19, , 
1874, UNKN, 6hrs A3, Slc11a2, 21.81, , 
1875, UNKN, 6hrs A3, Slc11a2, 22.33, , 
1876, UNKN, 24hrs A4, Slc11a2, 20.51, , 
1877, UNKN, 24hrs A4, Slc11a2, 20.45, , 
1878, UNKN, 24hrs A4, Slc11a2, 20.58, , 
1879, UNKN, 8 Days D4, Slc11a2, 21.16, , 
1880, UNKN, 8 Days D4, Slc11a2, 20.62, , 
1881, UNKN, 8 Days D4, Slc11a2, 20.78, , 
1882, UNKN, 8 Days B1, Slc11a2, 20.92, , 
1883, UNKN, 8 Days B1, Slc11a2, 20.93, , 
1884, UNKN, 8 Days B1, Slc11a2, 21.25, , 
1885, UNKN, 3 Days A1, Slc11a2, 20.91, , 
1886, UNKN, 3 Days A1, Slc11a2, 21.18, , 
1887, UNKN, 3 Days A1, Slc11a2, 20.82, , 
1888, UNKN, 24hrs B2, Slc11a2, 19.13, , 
1889, UNKN, 24hrs B2, Slc11a2, 19.26, , 
1890, UNKN, 24hrs B2, Slc11a2, 19.64, , 
1891, UNKN, 6hrs D2, Slc11a2, 19.43, , 
1892, UNKN, 6hrs D2, Slc11a2, 19.53, , 
1893, UNKN, 6hrs D2, Slc11a2, 19.51, , 
1894, UNKN, Water, Slc11a2, 33.21, , 
1895, UNKN, Water, Slc11a2, 10.06, , 
1896, UNKN, Water, Slc11a2,  9.09, , 
1897, UNKN, 3 Days C3, Slc11a2, 21.60, , 
1898, UNKN, 3 Days C3, Slc11a2, 20.80, , 
1899, UNKN, 3 Days C3, Slc11a2, 20.98, , 
1900, UNKN, 8 Days C2, Slc11a2, 19.39, , 
1901, UNKN, 8 Days C2, Slc11a2, 19.91, , 
1902, UNKN, 8 Days C2, Slc11a2, 19.92, , 
1903, UNKN, 6hrs B4, Slc11a2, 21.20, , 
1904, UNKN, 6hrs B4, Slc11a2, 20.90, , 
1905, UNKN, 6hrs B4, Slc11a2, 20.95, , 
1906, UNKN, 6hrs C2, Slc11a2, 19.87, , 
1907, UNKN, 6hrs C2, Slc11a2, 19.96, , 
1908, UNKN, 6hrs C2, Slc11a2, 19.87, , 
1909, UNKN, 24hrs D1, Slc11a2, 22.00, , 
1910, UNKN, 24hrs D1, Slc11a2, 22.28, , 
1911, UNKN, 24hrs D1, Slc11a2, 22.29, , 
1912, UNKN, 24hrs C1, Slc11a2, 20.49, , 
1913, UNKN, 24hrs C1, Slc11a2, 20.75, , 
1914, UNKN, 24hrs C1, Slc11a2, 20.40, , 
1915, UNKN, 3 Days B4, Slc11a2, 19.86, , 
1916, UNKN, 3 Days B4, Slc11a2, 19.86, , 
1917, UNKN, 3 Days B4, Slc11a2, 20.11, , 
1918, UNKN, 3 Days D2, Slc11a2, 20.83, , 
1919, UNKN, 3 Days D2, Slc11a2, 21.04, , 
1920, UNKN, 3 Days D2, Slc11a2, 21.41, , 
1921, UNKN, 6hrs A3, Slc40a1, 22.82, , 
1922, UNKN, 6hrs A3, Slc40a1, 23.58, , 
1923, UNKN, 6hrs A3, Slc40a1, 23.26, , 
1924, UNKN, 24hrs A4, Slc40a1, 20.97, , 
1925, UNKN, 24hrs A4, Slc40a1, 21.23, , 
1926, UNKN, 24hrs A4, Slc40a1, 21.26, , 
1927, UNKN, 8 Days D4, Slc40a1, 21.51, , 
1928, UNKN, 8 Days D4, Slc40a1, 21.76, , 
1929, UNKN, 8 Days D4, Slc40a1, 22.22, , 
1930, UNKN, 8 Days B1, Slc40a1, 21.75, , 
1931, UNKN, 8 Days B1, Slc40a1, 21.16, , 
1932, UNKN, 8 Days B1, Slc40a1, 21.37, , 
1933, UNKN, 3 Days A1, Slc40a1, 21.26, , 
1934, UNKN, 3 Days A1, Slc40a1, 21.24, , 
1935, UNKN, 3 Days A1, Slc40a1, 21.43, , 
1936, UNKN, 24hrs B2, Slc40a1, 20.06, , 
1937, UNKN, 24hrs B2, Slc40a1, 20.29, , 
1938, UNKN, 24hrs B2, Slc40a1, 20.52, , 
1939, UNKN, 6hrs D2, Slc40a1, 19.78, , 
1940, UNKN, 6hrs D2, Slc40a1, 19.75, , 
1941, UNKN, 6hrs D2, Slc40a1, 19.98, , 
1942, UNKN, Water, Slc40a1, , , 1
1943, UNKN, Water, Slc40a1, 11.77, , 
1944, UNKN, Water, Slc40a1, 11.31, , 
1945, UNKN, 3 Days C3, Slc40a1, 21.28, , 
1946, UNKN, 3 Days C3, Slc40a1, 20.73, , 
1947, UNKN, 3 Days C3, Slc40a1, 21.07, , 
1948, UNKN, 8 Days C2, Slc40a1, 20.34, , 
1949, UNKN, 8 Days C2, Slc40a1, 20.35, , 
1950, UNKN, 8 Days C2, Slc40a1, 20.50, , 
1951, UNKN, 6hrs B4, Slc40a1, 21.68, , 
1952, UNKN, 6hrs B4, Slc40a1, 22.01, , 
1953, UNKN, 6hrs B4, Slc40a1, 21.48, , 
1954, UNKN, 6hrs C2, Slc40a1, 20.63, , 
1955, UNKN, 6hrs C2, Slc40a1, 20.55, , 
1956, UNKN, 6hrs C2, Slc40a1, 21.16, , 
1957, UNKN, 24hrs D1, Slc40a1, 22.84, , 
1958, UNKN, 24hrs D1, Slc40a1, 23.14, , 
1959, UNKN, 24hrs D1, Slc40a1, 22.99, , 
1960, UNKN, 24hrs C1, Slc40a1, 21.46, , 
1961, UNKN, 24hrs C1, Slc40a1, 21.32, , 
1962, UNKN, 24hrs C1, Slc40a1, 20.85, , 
1963, UNKN, 3 Days B4, Slc40a1, 20.33, , 
1964, UNKN, 3 Days B4, Slc40a1, 20.83, , 
1965, UNKN, 3 Days B4, Slc40a1, 20.25, , 
1966, UNKN, 3 Days D2, Slc40a1, 20.92, , 
1967, UNKN, 3 Days D2, Slc40a1, 20.79, , 
1968, UNKN, 3 Days D2, Slc40a1, 21.66, , 
1969, UNKN, 6hrs A3, Sod2, 17.17, , 
1970, UNKN, 6hrs A3, Sod2, 17.21, , 
1971, UNKN, 6hrs A3, Sod2, 17.33, , 
1972, UNKN, 24hrs A4, Sod2, 15.70, , 
1973, UNKN, 24hrs A4, Sod2, 15.72, , 
1974, UNKN, 24hrs A4, Sod2, 15.79, , 
1975, UNKN, 8 Days D4, Sod2, 15.89, , 
1976, UNKN, 8 Days D4, Sod2, 15.84, , 
1977, UNKN, 8 Days D4, Sod2, 16.05, , 
1978, UNKN, 8 Days B1, Sod2, 15.65, , 
1979, UNKN, 8 Days B1, Sod2, 15.67, , 
1980, UNKN, 8 Days B1, Sod2, 15.78, , 
1981, UNKN, 3 Days A1, Sod2, 15.31, , 
1982, UNKN, 3 Days A1, Sod2, 15.48, , 
1983, UNKN, 3 Days A1, Sod2, 15.37, , 
1984, UNKN, 24hrs B2, Sod2, 14.89, , 
1985, UNKN, 24hrs B2, Sod2, 14.91, , 
1986, UNKN, 24hrs B2, Sod2, 14.99, , 
1987, UNKN, 6hrs D2, Sod2, 14.80, , 
1988, UNKN, 6hrs D2, Sod2, 14.97, , 
1989, UNKN, 6hrs D2, Sod2, 14.91, , 
1990, UNKN, Water, Sod2, , , 1
1991, UNKN, Water, Sod2, 36.33, , 
1992, UNKN, Water, Sod2, 33.30, , 
1993, UNKN, 3 Days C3, Sod2, 15.66, , 
1994, UNKN, 3 Days C3, Sod2, 15.64, , 
1995, UNKN, 3 Days C3, Sod2, 15.65, , 
1996, UNKN, 8 Days C2, Sod2, 15.17, , 
1997, UNKN, 8 Days C2, Sod2, 15.24, , 
1998, UNKN, 8 Days C2, Sod2, 15.17, , 
1999, UNKN, 6hrs B4, Sod2, 16.05, , 
2000, UNKN, 6hrs B4, Sod2, 15.86, , 
2001, UNKN, 6hrs B4, Sod2, 15.77, , 
2002, UNKN, 6hrs C2, Sod2, 15.14, , 
2003, UNKN, 6hrs C2, Sod2, 15.20, , 
2004, UNKN, 6hrs C2, Sod2, 15.13, , 
2005, UNKN, 24hrs D1, Sod2, 16.96, , 
2006, UNKN, 24hrs D1, Sod2, 17.01, , 
2007, UNKN, 24hrs D1, Sod2, 16.99, , 
2008, UNKN, 24hrs C1, Sod2, 15.15, , 
2009, UNKN, 24hrs C1, Sod2, 15.37, , 
2010, UNKN, 24hrs C1, Sod2, 15.31, , 
2011, UNKN, 3 Days B4, Sod2, 15.31, , 
2012, UNKN, 3 Days B4, Sod2, 15.41, , 
2013, UNKN, 3 Days B4, Sod2, 15.49, , 
2014, UNKN, 3 Days D2, Sod2, 16.07, , 
2015, UNKN, 3 Days D2, Sod2, 16.03, , 
2016, UNKN, 3 Days D2, Sod2, 16.30, , 
2017, UNKN, 6hrs A3, Tfrc, , , 1
2018, UNKN, 6hrs A3, Tfrc, , , 1
2019, UNKN, 6hrs A3, Tfrc, , , 1
2020, UNKN, 24hrs A4, Tfrc, , , 1
2021, UNKN, 24hrs A4, Tfrc, , , 1
2022, UNKN, 24hrs A4, Tfrc, , , 1
2023, UNKN, 8 Days D4, Tfrc, , , 1
2024, UNKN, 8 Days D4, Tfrc, , , 1
2025, UNKN, 8 Days D4, Tfrc, , , 1
2026, UNKN, 8 Days B1, Tfrc, , , 1
2027, UNKN, 8 Days B1, Tfrc, , , 1
2028, UNKN, 8 Days B1, Tfrc, , , 1
2029, UNKN, 3 Days A1, Tfrc, , , 1
2030, UNKN, 3 Days A1, Tfrc, , , 1
2031, UNKN, 3 Days A1, Tfrc, , , 1
2032, UNKN, 24hrs B2, Tfrc, , , 1
2033, UNKN, 24hrs B2, Tfrc, , , 1
2034, UNKN, 24hrs B2, Tfrc, , , 1
2035, UNKN, 6hrs D2, Tfrc, , , 1
2036, UNKN, 6hrs D2, Tfrc, , , 1
2037, UNKN, 6hrs D2, Tfrc, , , 1
2038, UNKN, Water, Tfrc, , , 1
2039, UNKN, Water, Tfrc, , , 1
2040, UNKN, Water, Tfrc, , , 1
2041, UNKN, 3 Days C3, Tfrc, , , 1
2042, UNKN, 3 Days C3, Tfrc, , , 1
2043, UNKN, 3 Days C3, Tfrc, , , 1
2044, UNKN, 8 Days C2, Tfrc, , , 1
2045, UNKN, 8 Days C2, Tfrc, , , 1
2046, UNKN, 8 Days C2, Tfrc, , , 1
2047, UNKN, 6hrs B4, Tfrc, , , 1
2048, UNKN, 6hrs B4, Tfrc, , , 1
2049, UNKN, 6hrs B4, Tfrc, , , 1
2050, UNKN, 6hrs C2, Tfrc, , , 1
2051, UNKN, 6hrs C2, Tfrc, , , 1
2052, UNKN, 6hrs C2, Tfrc, , , 1
2053, UNKN, 24hrs D1, Tfrc, , , 1
2054, UNKN, 24hrs D1, Tfrc, , , 1
2055, UNKN, 24hrs D1, Tfrc, , , 1
2056, UNKN, 24hrs C1, Tfrc, , , 1
2057, UNKN, 24hrs C1, Tfrc, , , 1
2058, UNKN, 24hrs C1, Tfrc, , , 1
2059, UNKN, 3 Days B4, Tfrc, , , 1
2060, UNKN, 3 Days B4, Tfrc, , , 1
2061, UNKN, 3 Days B4, Tfrc, , , 1
2062, UNKN, 3 Days D2, Tfrc, , , 1
2063, UNKN, 3 Days D2, Tfrc, , , 1
2064, UNKN, 3 Days D2, Tfrc, , , 1
2065, UNKN, 6hrs A3, Th, 22.56, , 
2066, UNKN, 6hrs A3, Th, 23.03, , 
2067, UNKN, 6hrs A3, Th, 23.30, , 
2068, UNKN, 24hrs A4, Th, 19.44, , 
2069, UNKN, 24hrs A4, Th, 19.50, , 
2070, UNKN, 24hrs A4, Th, 19.55, , 
2071, UNKN, 8 Days D4, Th, 20.60, , 
2072, UNKN, 8 Days D4, Th, 20.81, , 
2073, UNKN, 8 Days D4, Th, 21.26, , 
2074, UNKN, 8 Days B1, Th, 22.47, , 
2075, UNKN, 8 Days B1, Th, 22.63, , 
2076, UNKN, 8 Days B1, Th, 22.50, , 
2077, UNKN, 3 Days A1, Th, 19.16, , 
